name,phone,website,email,founder,district,source,email_source
Vatandaş Konsultant Yatırım A.Ş.,+90 538 746 80 40,,admin@vatandaskonsult.info.tr,,Şile,Generated Database,Generated
Göl Yapı,+90 536 314 26 64,https://www.golyapi.com,office@golyapi.com,,Eyüpsultan,Generated Database,Generated
Elite Tepe Pazarlama,+90 212 862 82 54,,admin@elitetepepazarl.com.tr,Murat Aksoy,Şişli,Generated Database,Generated
İstanbul Satış A.Ş.,+90 532 415 76 28,https://www.istanbulsatisas.net.tr,genel@istanbulsatisas.net.tr,Mehmet Bayrak,Şişli,Generated Database,Generated
Commercial Proje İnşaat Ltd. Şti.,+90 212 795 29 13,https://www.commercialproje.com,direktor.ist@commercialproje.com,,Şişli,Generated Database,Generated
Galata Konut Ltd. Şti.,+90 530 135 50 15,https://www.galatakonutsti.info.tr,danisan@galatakonutsti.info.tr,Can Doğan,Şişli,Generated Database,Generated
Nehir Sales İnşaat Ltd. Şti.,+90 545 994 54 31,,contact@nehirsalesinsaa.com.tr,,Şişli,Generated Database,Generated
Göl Kiralama A.Ş.,+90 543 227 58 90,https://www.golkiralamaas.net.tr,istanbul.genel@golkiralamaas.net.tr,Burcu Çetin,Şişli,Generated Database,Generated
River Project Ltd. Şti.,+90 212 612 74 91,,support@riverprojectsti.org.tr,Serkan Çakır,Şişli,Generated Database,Generated
Ege Kiralama A.Ş.,+90 537 231 68 91,,iletisim@egekiralamaas.info.tr,Mehmet Kara,Şişli,Generated Database,Generated
Aile Development A.Ş.,+90 531 668 92 83,https://www.ailedevelopment.org.tr,office@ailedevelopment.org.tr,Ali Arslan,Şişli,Generated Database,Generated
Commercial Satış Gayrimenkul A.Ş.,+90 539 917 77 13,https://www.commercialsatis.com.tr,satis@commercialsatis.com.tr,İbrahim Koç,Şişli,Generated Database,Generated
İleriye Yapı San. Tic. A.Ş.,+90 548 305 60 46,https://www.ileriyeyapisant.com,satis@ileriyeyapisant.com,Emre Özdemir,Şişli,Generated Database,Generated
İleri Konut,+90 542 598 27 95,https://www.ilerikonut.org.tr,iletisim1@ilerikonut.org.tr,,Şişli,Generated Database,Generated
Altın Marketing Yatırım A.Ş.,+90 216 864 31 64,,sales@altinmarketingy.net.tr,Can Doğan,Şişli,Generated Database,Generated
Smart Gayrimenkul A.Ş.,+90 537 836 32 11,,admin@smartas.net.tr,Selin Demir,Şişli,Generated Database,Generated
Modern Konut San. Tic. A.Ş.,+90 545 339 17 50,https://www.modernkonutsant.com.tr,istanbul.mudur@modernkonutsant.com.tr,Sibel Erdoğan,Şişli,Generated Database,Generated
Smart Geliştirme A.Ş.,+90 536 545 73 32,https://www.smartgelistirme.info.tr,direktor@smartgelistirme.info.tr,Fatih Kara,Şişli,Generated Database,Generated
House Konut Yatırım A.Ş.,+90 548 506 37 95,https://www.housekonutyatir.com.tr,office@housekonutyatir.com.tr,Yusuf Çetin,Şişli,Generated Database,Generated
Kesin Gelişim Konsultant San. Tic. A.Ş.,+90 212 789 42 50,https://www.kesingelisimkon.net.tr,bilgi@kesingelisimkon.net.tr,Fatma Çelik,Şişli,Generated Database,Generated
Sea Residence Yatırım A.Ş.,+90 212 894 21 79,,emlak.ist@searesidenceyat.com,Nevin Güven,Şişli,Generated Database,Generated
Emin İnşaat,+90 539 837 66 75,https://www.emininsaat.net.tr,sales@emininsaat.net.tr,Ömer Güven,Şişli,Generated Database,Generated
Akdeniz Smart Investment,+90 543 655 67 48,,mudur@akdenizsmart.com,,Şişli,Generated Database,Generated
Lake Emlak Ltd. Şti.,+90 212 913 72 45,https://www.lakesti.org.tr,general@lakesti.org.tr,İbrahim Kaya,Şişli,Generated Database,Generated
Quality Proje İnşaat Ltd. Şti.,+90 539 246 87 96,https://www.qualityprojeins.net.tr,admin@qualityprojeins.net.tr,,Şişli,Generated Database,Generated
Aile Satış Gayrimenkul A.Ş.,+90 532 393 12 93,https://www.ailesatisas.com.tr,gayrimenkul@ailesatisas.com.tr,İsmail Yıldız,Şişli,Generated Database,Generated
Çağdaş Consulting Yatırım A.Ş.,+90 216 608 48 92,https://www.cagdasconsultin.org.tr,direktor@cagdasconsultin.org.tr,,Şişli,Generated Database,Generated
Quality Development Yatırım A.Ş.,+90 541 193 73 94,https://www.qualitydevelopm.com,bilgi@qualitydevelopm.com,Burak Çelik,Şişli,Generated Database,Generated
Secure Emlak Ltd. Şti.,+90 216 598 27 52,https://www.securesti.org.tr,satis@securesti.org.tr,Esra Aydın,Sultangazi,Generated Database,Generated
Europe Quality Kiralama Ltd. Şti.,+90 212 802 61 47,,ofis@europequalityki.com,Serap Korkmaz,Sultangazi,Generated Database,Generated
Gelişim Project Ltd.,+90 216 953 41 67,https://www.gelisimproject.org.tr,servis@gelisimproject.org.tr,Fatih Türk,Şişli,Generated Database,Generated
Garden Rental Gayrimenkul A.Ş.,+90 544 317 81 20,https://www.gardenrentalas.org.tr,contact1@gardenrentalas.org.tr,Murat Doğan,Sultangazi,Generated Database,Generated
Sanayi Proje Yatırım A.Ş.,+90 537 328 35 30,,mudur@sanayiprojeyati.org.tr,Hacer Demir,Sultangazi,Generated Database,Generated
Yeşil Residence Gayrimenkul A.Ş.,+90 537 350 19 66,https://www.yesilresidencea.com,support@yesilresidencea.com,Esra Kılıç,Sultangazi,Generated Database,Generated
Crown Development San. Tic. A.Ş.,+90 212 857 35 29,https://www.crowndevelopmen.com.tr,ist.direktor@crowndevelopmen.com.tr,Yusuf Erdoğan,Sultangazi,Generated Database,Generated
Innovation Development Gayrimenkul A.Ş.,+90 535 752 93 29,https://www.innovationdevel.com.tr,danisan@innovationdevel.com.tr,Burcu Demir,Sultangazi,Generated Database,Generated
İleri Garden Residence Ltd.,+90 544 173 44 33,https://www.ilerigardenresi.info.tr,mudur1@ilerigardenresi.info.tr,Serap Şahin,Sultangazi,Generated Database,Generated
Green Emin Residence A.Ş.,+90 216 342 78 79,https://www.greeneminreside.com,gayrimenkul@greeneminreside.com,İsmail Işık,Sultangazi,Generated Database,Generated
Kesin Consulting San. Tic. A.Ş.,+90 212 529 77 15,https://www.kesinconsulting.info.tr,ofis1@kesinconsulting.info.tr,Elif Kara,Sultangazi,Generated Database,Generated
Diamond Strong Konsultant İnşaat Ltd. Şti.,+90 530 836 61 50,https://www.diamondstrongko.info.tr,satis@diamondstrongko.info.tr,Mehmet Çelik,Sultangazi,Generated Database,Generated
VIP Danışmanlık A.Ş.,+90 538 181 99 22,https://www.vipdanismanlika.org.tr,director@vipdanismanlika.org.tr,,Sultangazi,Generated Database,Generated
Emin Konsultant Yatırım A.Ş.,+90 547 260 26 55,https://www.eminkonsultanty.org.tr,consultant@eminkonsultanty.org.tr,,Sultangazi,Generated Database,Generated
Tech Konsultant A.Ş.,+90 532 954 52 73,https://www.techkonsultanta.info.tr,manager@techkonsultanta.info.tr,,Sultangazi,Generated Database,Generated
Golden Horn Satış Ltd. Şti.,+90 548 831 94 28,https://www.goldenhornsatis.com,bilgi@goldenhornsatis.com,,Sultangazi,Generated Database,Generated
Innovation Konut Ltd. Şti.,+90 543 698 59 43,https://www.innovationkonut.com,general@innovationkonut.com,Efe Özdemir,Sultangazi,Generated Database,Generated
Endüstri İnşaat Ltd. Şti.,+90 539 501 57 92,https://www.endustriinsaats.com,sales@endustriinsaats.com,Erkan Demir,Sultangazi,Generated Database,Generated
Valley Sales İnşaat Ltd. Şti.,+90 212 359 44 55,,bilgi@valleysalesinsa.com.tr,Murat Kara,Sultangazi,Generated Database,Generated
Bizim Yatırım Yatırım A.Ş.,+90 532 668 50 10,https://www.bizimyatirimyat.org.tr,office@bizimyatirimyat.org.tr,Gül Çakır,Sultangazi,Generated Database,Generated
Doğru Sales İnşaat Ltd. Şti.,+90 536 831 76 42,,direktor@dogrusalesinsaa.info.tr,Gül Özdemir,Sultangazi,Generated Database,Generated
Göl Satış Yatırım A.Ş.,+90 536 832 49 99,https://www.golsatisyatirim.com,info@golsatisyatirim.com,Burak Korkmaz,Sultangazi,Generated Database,Generated
Solid Konut Ltd. Şti.,+90 548 373 79 12,https://www.solidkonutsti.net.tr,general@solidkonutsti.net.tr,,Sultangazi,Generated Database,Generated
Commercial Emlak Yatırım A.Ş.,+90 530 746 64 53,,iletisim.ist@commercialyatir.com.tr,İsmail Aslan,Sultangazi,Generated Database,Generated
Tech Yatırım Ltd. Şti.,+90 216 553 31 80,https://www.techyatirimsti.org.tr,destek.ist@techyatirimsti.org.tr,Fatih Koç,Sultangazi,Generated Database,Generated
Marmara Gayrimenkul İnş. San. Tic. Ltd. Şti.,+90 216 693 30 37,https://www.marmarainssanti.org.tr,info.tr@marmarainssanti.org.tr,,Sultangazi,Generated Database,Generated
İstanbul Consulting İnş. San. Tic. Ltd. Şti.,+90 216 505 17 39,https://www.istanbulconsult.com.tr,destek@istanbulconsult.com.tr,Hüseyin Bulut,Sultanbeyli,Generated Database,Generated
Sanayi Yapı Yatırım A.Ş.,+90 212 449 14 62,https://www.sanayiyapiyatir.info.tr,ist.direktor@sanayiyapiyatir.info.tr,Gül Aksoy,Sultanbeyli,Generated Database,Generated
People Satış Ltd.,+90 535 193 89 54,https://www.peoplesatis.info.tr,iletisim@peoplesatis.info.tr,Emre Doğan,Sultanbeyli,Generated Database,Generated
Europe Satış A.Ş.,+90 542 278 39 76,https://www.europesatisas.com.tr,ist.gayrimenkul@europesatisas.com.tr,Ahmet Aksoy,Sultanbeyli,Generated Database,Generated
Beyoğlu Kiralama A.Ş.,+90 216 599 52 34,https://www.beyoglukiralama.info.tr,consultant@beyoglukiralama.info.tr,Murat Bulut,Sultanbeyli,Generated Database,Generated
Karadeniz Consulting İnşaat Ltd. Şti.,+90 533 170 39 66,https://www.karadenizconsul.com.tr,direktor@karadenizconsul.com.tr,,Sultanbeyli,Generated Database,Generated
Trade Yapı,+90 540 533 51 63,,destek@tradeyapi.com.tr,,Sultanbeyli,Generated Database,Generated
Platinum Rental İnşaat Ltd. Şti.,+90 532 290 89 95,,gayrimenkul@platinumrentali.com.tr,Tülay Yıldız,Sultanbeyli,Generated Database,Generated
Garden Development Yatırım A.Ş.,+90 544 303 82 18,,musteri@gardendevelopme.com,Kemal Tuncer,Sultanbeyli,Generated Database,Generated
Reliable Innovation Investment Ltd.,+90 547 217 15 42,,ofis1@reliableinnovat.net.tr,İbrahim Aksoy,Sultanbeyli,Generated Database,Generated
Luxury Safe Proje Yatırım A.Ş.,+90 216 378 91 53,https://www.luxurysafeproje.info.tr,contact@luxurysafeproje.info.tr,Erkan Işık,Sultanbeyli,Generated Database,Generated
Excellence Sales İnş. San. Tic. Ltd. Şti.,+90 216 606 37 62,https://www.excellencesales.net.tr,danisan@excellencesales.net.tr,Zeynep Aktaş,Sultanbeyli,Generated Database,Generated
Superior Proje San. Tic. A.Ş.,+90 545 300 41 39,https://www.superiorprojesa.com,office@superiorprojesa.com,Hatice Tuncer,Sultanbeyli,Generated Database,Generated
Yeni Konut İnş. San. Tic. Ltd. Şti.,+90 212 426 40 67,https://www.yenikonutinssan.com,support@yenikonutinssan.com,Ömer Şahin,Sultanbeyli,Generated Database,Generated
Europe Karadeniz Konut,+90 546 351 72 12,https://www.europekaradeniz.com.tr,admin@europekaradeniz.com.tr,İbrahim Erdoğan,Sultanbeyli,Generated Database,Generated
Altın Taksim Danışmanlık Ltd. Şti.,+90 539 227 68 62,https://www.altintaksimdani.net.tr,genel.ist@altintaksimdani.net.tr,Serpil Güler,Sultanbeyli,Generated Database,Generated
Europe Consulting Ltd.,+90 531 908 77 66,https://www.europeconsultin.net.tr,office@europeconsultin.net.tr,Yusuf Tuncer,Sultanbeyli,Generated Database,Generated
Güven Marketing San. Tic. A.Ş.,+90 535 687 19 52,https://www.guvenmarketings.net.tr,sales@guvenmarketings.net.tr,,Sultanbeyli,Generated Database,Generated
Gelişim Yapı İnş. San. Tic. Ltd. Şti.,+90 538 914 85 86,https://www.gelisimyapiinss.info.tr,support1@gelisimyapiinss.info.tr,Efe Şahin,Sultanbeyli,Generated Database,Generated
Tech Geliştirme Ltd.,+90 216 659 94 57,https://www.techgelistirme.info.tr,istanbul.mudur@techgelistirme.info.tr,Cem Korkmaz,Sultanbeyli,Generated Database,Generated
Trust Europe Geliştirme A.Ş.,+90 544 979 56 60,https://www.trusteuropegeli.com.tr,bilgi@trusteuropegeli.com.tr,Yusuf Güler,Sultanbeyli,Generated Database,Generated
Bizim Real Estate Gayrimenkul A.Ş.,+90 547 179 58 51,https://www.bizimas.org.tr,satis@bizimas.org.tr,Ali Çakır,Sultanbeyli,Generated Database,Generated
Gelişim Residence İnşaat Ltd. Şti.,+90 536 131 80 17,https://www.gelisimresidenc.com,mudur@gelisimresidenc.com,Dilek Özkan,Sultanbeyli,Generated Database,Generated
Ev Danışmanlık Ltd. Şti.,+90 535 290 39 33,https://www.evdanismanlikst.com.tr,support@evdanismanlikst.com.tr,Erkan Koç,Sultanbeyli,Generated Database,Generated
Select Residence Ltd. Şti.,+90 544 558 29 80,https://www.selectresidence.org.tr,iletisim@selectresidence.org.tr,Kaan Ateş,Tuzla,Generated Database,Generated
Strong Consulting,+90 216 667 68 94,https://www.strongconsultin.org.tr,satis.tr@strongconsultin.org.tr,Zeynep Özkan,Tuzla,Generated Database,Generated
Business Consulting,+90 212 768 42 89,https://www.businessconsult.org.tr,gayrimenkul@businessconsult.org.tr,,Tuzla,Generated Database,Generated
Altın Green Emlak A.Ş.,+90 543 415 26 85,https://www.altingreenas.com,customer@altingreenas.com,Kaan Çetin,Tuzla,Generated Database,Generated
Anadolu Real Estate,+90 530 156 92 29,https://www.anadolu.com.tr,anadolu@anadolu.com.tr,Ömer Bulut,Sarıyer,Generated Database,Scraped
Merkez Pazarlama,+90 535 493 68 68,https://www.merkezpazarlama.org.tr,emlak@merkezpazarlama.org.tr,İsmail Kılıç,Tuzla,Generated Database,Generated
Royal Bosphorus Kiralama İnşaat Ltd. Şti.,+90 533 964 34 75,,ist.director@royalbosphorusk.info.tr,Murat Kaya,Tuzla,Generated Database,Generated
Future Satış Yatırım A.Ş.,+90 538 151 78 28,,mudur@futuresatisyati.info.tr,Pınar Aktaş,Tuzla,Generated Database,Generated
Akdeniz Pazarlama,+90 212 872 47 88,https://www.akdenizpazarlam.com,genel@akdenizpazarlam.com,Pınar Korkmaz,Tuzla,Generated Database,Generated
House Consulting Gayrimenkul A.Ş.,+90 216 946 35 39,https://www.houseconsulting.com.tr,general.ist@houseconsulting.com.tr,Selin Aslan,Tuzla,Generated Database,Generated
Golden Horn Geliştirme Yatırım A.Ş.,+90 216 497 38 29,https://www.goldenhorngelis.info.tr,director@goldenhorngelis.info.tr,,Tuzla,Generated Database,Generated
Silver İleri Konsultant İnşaat Ltd. Şti.,+90 216 492 26 81,,office1@silverilerikons.com,Deniz Özdemir,Tuzla,Generated Database,Generated
Hill Tepe Geliştirme Ltd.,+90 535 112 60 80,https://www.hilltepegelisti.com,direktor.tr@hilltepegelisti.com,,Tuzla,Generated Database,Generated
VIP Marketing İnşaat Ltd. Şti.,+90 216 712 48 14,https://www.vipmarketingins.org.tr,admin@vipmarketingins.org.tr,Deniz Demir,Tuzla,Generated Database,Generated
Home Satış İnş. San. Tic. Ltd. Şti.,+90 539 252 48 54,,support@homesatisinssti.com,Erkan Demir,Tuzla,Generated Database,Generated
Asia Residence Yatırım A.Ş.,+90 537 577 90 64,,manager.ist@asiaresidenceya.com,Can Türk,Tuzla,Generated Database,Generated
Silver Proje A.Ş.,+90 540 263 25 65,,istanbul.gayrimenkul@silverprojeas.com.tr,Hüseyin Aslan,Tuzla,Generated Database,Generated
Next Satış Yatırım A.Ş.,+90 212 545 63 99,https://www.nextsatisyatiri.com,director@nextsatisyatiri.com,,Tuzla,Generated Database,Generated
Asia Sales Ltd. Şti.,+90 539 865 75 46,https://www.asiasalessti.com.tr,gayrimenkul1@asiasalessti.com.tr,Efe Aydın,Tuzla,Generated Database,Generated
Ocak Investment Gayrimenkul A.Ş.,+90 549 768 16 33,https://www.ocakinvestmenta.org.tr,istanbul.iletisim@ocakinvestmenta.org.tr,Hüseyin Işık,Tuzla,Generated Database,Generated
Diamond Corporate Satış A.Ş.,+90 547 968 94 49,,emlak@diamondcorporat.net.tr,Cem Aktaş,Tuzla,Generated Database,Generated
Family Danışmanlık Ltd. Şti.,+90 531 526 62 83,https://www.familydanismanl.com.tr,musteri@familydanismanl.com.tr,,Tuzla,Generated Database,Generated
Kesin Park Konut San. Tic. A.Ş.,+90 542 972 43 56,https://www.kesinparkkonuts.org.tr,musteri@kesinparkkonuts.org.tr,Tülay Yılmaz,Tuzla,Generated Database,Generated
Millet İnşaat,+90 216 989 28 37,https://www.milletinsaat.info.tr,iletisim.tr@milletinsaat.info.tr,Osman Bayrak,Tuzla,Generated Database,Generated
Business Real Estate İnşaat Ltd. Şti.,+90 542 591 48 81,https://www.businessinsaats.net.tr,istanbul.support@businessinsaats.net.tr,,Tuzla,Generated Database,Generated
Trade Gayrimenkul Ltd.,+90 539 137 26 24,https://www.trade.net.tr,director1@trade.net.tr,İsmail Doğan,Ümraniye,Generated Database,Generated
Forest Proje İnş. San. Tic. Ltd. Şti.,+90 546 276 98 33,https://www.forestprojeinss.org.tr,istanbul.mudur@forestprojeinss.org.tr,,Ümraniye,Generated Database,Generated
Quality Marketing A.Ş.,+90 537 894 13 34,https://www.qualitymarketin.org.tr,service@qualitymarketin.org.tr,Murat Yıldız,Ümraniye,Generated Database,Generated
Diamond Boğaziçi Project Ltd. Şti.,+90 544 503 88 74,https://www.diamondbogazici.info.tr,director@diamondbogazici.info.tr,Elif Güven,Ümraniye,Generated Database,Generated
Hakiki Gayrimenkul İnşaat Ltd. Şti.,+90 539 538 22 46,,servis.tr@hakikiinsaatsti.com.tr,Hüseyin Türk,Ümraniye,Generated Database,Generated
Family Project A.Ş.,+90 549 259 95 14,,istanbul.mudur@familyprojectas.com,Cem Özkan,Ümraniye,Generated Database,Generated
Taksim Yatırım Yatırım A.Ş.,+90 536 605 18 68,https://www.taksimyatirimya.com.tr,manager@taksimyatirimya.com.tr,Erkan Kurt,Ümraniye,Generated Database,Generated
Deniz Premium Yapı Yatırım A.Ş.,+90 212 913 71 78,https://www.denizpremiumyap.info.tr,support@denizpremiumyap.info.tr,Selin Işık,Ümraniye,Generated Database,Generated
Akdeniz Danışmanlık,+90 532 575 48 66,,info1@akdenizdanisman.info.tr,Ali Aktaş,Ümraniye,Generated Database,Generated
Our Garden Yatırım İnş. San. Tic. Ltd. Şti.,+90 547 896 51 94,https://www.ourgardenyatiri.net.tr,sales.ist@ourgardenyatiri.net.tr,Ömer Özdemir,Ümraniye,Generated Database,Generated
Tepe Gayrimenkul San. Tic. A.Ş.,+90 533 732 31 22,https://www.tepesanticas.info.tr,service@tepesanticas.info.tr,Kemal Özdemir,Ümraniye,Generated Database,Generated
Commercial Gayrimenkul Ltd.,+90 532 971 71 80,,director.tr@commercial.com,Abdullah Kara,Ümraniye,Generated Database,Generated
Trade Geliştirme San. Tic. A.Ş.,+90 534 546 12 62,https://www.tradegelistirme.net.tr,admin1@tradegelistirme.net.tr,,Ümraniye,Generated Database,Generated
Modern Danışmanlık Yatırım A.Ş.,+90 540 506 80 74,https://www.moderndanismanl.info.tr,service@moderndanismanl.info.tr,Onur Tuncer,Ümraniye,Generated Database,Generated
Millet Consulting İnş. San. Tic. Ltd. Şti.,+90 546 918 12 84,https://www.milletconsultin.info.tr,admin@milletconsultin.info.tr,Can Çelik,Ümraniye,Generated Database,Generated
Güven Danışmanlık Ltd. Şti.,+90 535 388 26 85,https://www.guvendanismanli.info.tr,contact@guvendanismanli.info.tr,Ahmet Yıldız,Ümraniye,Generated Database,Generated
Corporate Strong Rental,+90 536 808 97 42,https://www.corporatestrong.org.tr,musteri@corporatestrong.org.tr,Mehmet Öztürk,Ümraniye,Generated Database,Generated
Lake Investment,+90 530 682 25 50,,support@lake.org.tr,Onur Erdoğan,Ümraniye,Generated Database,Generated
Home Marketing İnşaat Ltd. Şti.,+90 212 504 11 56,https://www.homemarketingin.info.tr,danisan@homemarketingin.info.tr,Esra Türk,Ümraniye,Generated Database,Generated
Sanayi Danışmanlık A.Ş.,+90 543 334 51 52,,istanbul.servis@sanayidanismanl.com.tr,Onur Öztürk,Ümraniye,Generated Database,Generated
Strong Real Estate İnş. San. Tic. Ltd. Şti.,+90 531 203 62 55,https://www.stronginssantic.net.tr,contact@stronginssantic.net.tr,,Ümraniye,Generated Database,Generated
Royal Konut San. Tic. A.Ş.,+90 216 312 66 32,https://www.royalkonutsanti.org.tr,director1@royalkonutsanti.org.tr,İsmail Doğan,Ümraniye,Generated Database,Generated
Doğru Investment İnşaat Ltd. Şti.,+90 545 123 23 39,https://www.dogruinvestment.info.tr,admin.ist@dogruinvestment.info.tr,Murat Özdemir,Ümraniye,Generated Database,Generated
Golden Horn Taksim Marketing Yatırım A.Ş.,+90 212 819 29 88,https://www.goldenhorntaksi.org.tr,ofis@goldenhorntaksi.org.tr,Ali Aksoy,Ümraniye,Generated Database,Generated
Vadi Real Estate Ltd.,+90 212 339 86 66,https://www.vadi.info.tr,satis@vadi.info.tr,Nilgün Polat,Ümraniye,Generated Database,Generated
Hill İnşaat İnşaat Ltd. Şti.,+90 543 475 46 40,https://www.hillinsaatinsaa.net.tr,consultant@hillinsaatinsaa.net.tr,Osman Aktaş,Üsküdar,Generated Database,Generated
Crystal Sales Ltd. Şti.,+90 537 361 18 48,https://www.crystalsalessti.org.tr,musteri@crystalsalessti.org.tr,Ayşe Özkan,Üsküdar,Generated Database,Generated
Güvenli Platinum Investment A.Ş.,+90 535 374 44 62,https://www.guvenliplatinum.org.tr,iletisim@guvenliplatinum.org.tr,Nevin Öztürk,Üsküdar,Generated Database,Generated
Taksim Geliştirme San. Tic. A.Ş.,+90 540 403 99 68,https://www.taksimgelistirm.net.tr,sales@taksimgelistirm.net.tr,,Üsküdar,Generated Database,Generated
Trade Pazarlama Ltd.,+90 216 663 43 34,https://www.tradepazarlama.com.tr,gayrimenkul@tradepazarlama.com.tr,İsmail Türk,Üsküdar,Generated Database,Generated
Silver Gayrimenkul Gayrimenkul A.Ş.,+90 531 465 63 10,,info@silveras.info.tr,Nilgün Yıldız,Üsküdar,Generated Database,Generated
VIP Consulting Yatırım A.Ş.,+90 547 241 13 87,,admin@vipyatirimas.com.tr,Deniz Yıldız,Üsküdar,Generated Database,Generated
Ticaret Consulting İnşaat Ltd. Şti.,+90 542 196 15 18,https://www.ticaretconsulti.net.tr,manager@ticaretconsulti.net.tr,Burak Çetin,Üsküdar,Generated Database,Generated
Galata Park Sales İnşaat Ltd. Şti.,+90 537 527 75 60,,iletisim.ist@galataparksales.info.tr,Erkan Polat,Üsküdar,Generated Database,Generated
Yuva Gayrimenkul A.Ş.,+90 540 945 46 36,https://www.yuvaas.com,director1@yuvaas.com,Merve Aktaş,Üsküdar,Generated Database,Generated
Göl Sales Ltd.,+90 544 846 22 89,https://www.golsales.net.tr,direktor@golsales.net.tr,Serkan Demir,Üsküdar,Generated Database,Generated
Tepe Sales Ltd.,+90 216 527 17 64,https://www.tepesales.com,bilgi@tepesales.com,,Üsküdar,Generated Database,Generated
Boğaziçi Kiralama İnş. San. Tic. Ltd. Şti.,+90 546 263 55 95,https://www.bogazicikiralam.com.tr,destek@bogazicikiralam.com.tr,Filiz Korkmaz,Üsküdar,Generated Database,Generated
Select Yapı Gayrimenkul A.Ş.,+90 542 780 21 52,https://www.selectyapias.info.tr,consultant@selectyapias.info.tr,Serpil Erdoğan,Üsküdar,Generated Database,Generated
Vatandaş Danışmanlık İnşaat Ltd. Şti.,+90 542 728 53 21,https://www.vatandasdanisma.net.tr,director.tr@vatandasdanisma.net.tr,Emre Aksoy,Üsküdar,Generated Database,Generated
Bosphorus Prime Rental San. Tic. A.Ş.,+90 548 227 33 25,https://www.bosphorusprimer.com,manager@bosphorusprimer.com,Efe Kaya,Üsküdar,Generated Database,Generated
Trade Kalkınma Rental San. Tic. A.Ş.,+90 212 908 39 62,https://www.tradekalkinmare.org.tr,general.tr@tradekalkinmare.org.tr,Esra Bulut,Üsküdar,Generated Database,Generated
Royal Pazarlama San. Tic. A.Ş.,+90 540 603 14 83,,customer1@royalpazarlamaa.com,Murat Aktaş,Üsküdar,Generated Database,Generated
İleri Center Consulting İnş. San. Tic. Ltd. Şti.,+90 547 684 45 41,https://www.ilericentercons.info.tr,genel@ilericentercons.info.tr,Murat Aksoy,Üsküdar,Generated Database,Generated
Commercial Development Ltd.,+90 545 635 36 66,,danisan@commercialdevel.com.tr,Serap Çakır,Üsküdar,Generated Database,Generated
Gelişim Konsultant Ltd.,+90 546 769 64 81,https://www.gelisimkonsulta.com,info@gelisimkonsulta.com,Efe Demir,Üsküdar,Generated Database,Generated
Forest Investment İnşaat Ltd. Şti.,+90 534 637 43 52,https://www.forestinvestmen.com.tr,sales@forestinvestmen.com.tr,Can Demir,Üsküdar,Generated Database,Generated
Quality Development Ltd. Şti.,+90 216 699 74 98,,consultant@qualitydevelopm.com.tr,Ahmet Erdoğan,Üsküdar,Generated Database,Generated
Family Geliştirme Ltd.,+90 212 794 16 70,,direktor.ist@familygelistirm.com,Serpil Güler,Üsküdar,Generated Database,Generated
Royal Real Estate Ltd.,+90 537 659 42 63,https://www.royal.net.tr,info@royal.net.tr,Tülay Aktaş,Tuzla,Generated Database,Scraped
Finest Yatırım San. Tic. A.Ş.,+90 544 268 73 80,,office1@finestyatirimas.org.tr,,Zeytinburnu,Generated Database,Generated
Kesin Konsultant San. Tic. A.Ş.,+90 541 503 55 41,,consultant@kesinkonsultant.info.tr,Mustafa Kaya,Zeytinburnu,Generated Database,Generated
Platinum Konut İnşaat Ltd. Şti.,+90 539 774 50 87,https://www.platinumkonutin.info.tr,consultant@platinumkonutin.info.tr,Esra Güven,Zeytinburnu,Generated Database,Generated
Karadeniz Yatırım Ltd.,+90 546 274 15 62,https://www.karadenizyatiri.info.tr,satis@karadenizyatiri.info.tr,,Zeytinburnu,Generated Database,Generated
Silver Emlak Ltd.,+90 543 750 93 56,https://www.silver.com.tr,website@silver.com.tr,Mustafa Yıldız,Zeytinburnu,Generated Database,Scraped
Europe Trust Danışmanlık Gayrimenkul A.Ş.,+90 216 653 12 87,https://www.europetrustdani.net.tr,general.ist@europetrustdani.net.tr,Filiz Şahin,Zeytinburnu,Generated Database,Generated
Future Proje İnş. San. Tic. Ltd. Şti.,+90 543 162 50 19,https://www.futureprojeinss.net.tr,gayrimenkul@futureprojeinss.net.tr,Ahmet Özkan,Zeytinburnu,Generated Database,Generated
Park Geliştirme İnş. San. Tic. Ltd. Şti.,+90 212 399 80 59,https://www.parkgelistirmei.com.tr,bilgi.tr@parkgelistirmei.com.tr,Efe Güven,Zeytinburnu,Generated Database,Generated
Forest Sales İnşaat Ltd. Şti.,+90 535 680 38 66,https://www.forestsalesinsa.com.tr,istanbul.office@forestsalesinsa.com.tr,Erkan Özkan,Zeytinburnu,Generated Database,Generated
Family Residence,+90 212 323 10 67,https://www.familyresidence.com,direktor@familyresidence.com,Dilek Güler,Zeytinburnu,Generated Database,Generated
Luxury Investment İnş. San. Tic. Ltd. Şti.,+90 531 828 16 33,https://www.luxuryinvestmen.com.tr,ofis@luxuryinvestmen.com.tr,Erkan Korkmaz,Zeytinburnu,Generated Database,Generated
Sağlam Konut İnş. San. Tic. Ltd. Şti.,+90 548 869 67 36,https://www.saglamkonutinss.com,admin@saglamkonutinss.com,Abdullah Demir,Zeytinburnu,Generated Database,Generated
Aile İnşaat İnş. San. Tic. Ltd. Şti.,+90 216 570 29 37,https://www.aileinsaatinssa.info.tr,admin@aileinsaatinssa.info.tr,Emine Güven,Zeytinburnu,Generated Database,Generated
